_class_name,_created_at,_object_id,_updated_at,airportLocation,airportName,iata,icao
Airport,2013-04-02T15:07:41.021Z,eks13AdVdt,2013-04-02T15:07:41.021Z,"Wharton, Texas",Wharton Regional Airport,WHT,KARM
Airport,2013-04-02T15:07:41.036Z,vvM6I2BhrP,2013-04-02T15:07:41.036Z,"Aurora, Illinois",Aurora Municipal Airport,AUZ,KARR
Airport,2013-04-02T15:07:41.051Z,37UKasoRdX,2013-04-02T15:07:41.051Z,"Watertown, New York",Watertown International Airport,ART,KART
Airport,2013-04-02T15:07:41.066Z,XEkKwBluV9,2013-04-02T15:07:41.066Z,"Minocqua / Woodruff, Wisconsin",Lakeland Airport (Noble F. Lee Memorial Field),ARV,KARV
Airport,2013-04-02T15:07:41.080Z,ZXv2gUA6KA,2013-04-02T15:07:41.080Z,"Beaufort County, South Carolina",Beaufort County Airport,BFT,KARW
Airport,2013-04-02T15:07:41.095Z,hT8o8lGRaY,2013-04-02T15:07:41.095Z,"Slidell, Louisiana",Slidell Airport,,KASD
Airport,2013-04-02T15:07:41.110Z,st103NyRx6,2013-04-02T15:07:41.110Z,"Aspen, Colorado",Aspen-Pitkin County Airport,ASE,KASE
Airport,2013-04-02T15:07:41.125Z,FAXGNaCGO0,2013-04-02T15:07:41.125Z,"Springdale, Arkansas",Springdale Municipal Airport,SPZ,KASG
Airport,2013-04-02T15:07:41.140Z,0uAzFLpru5,2013-04-02T15:07:41.140Z,"Nashua, New Hampshire",Boire Field,ASH,KASH
Airport,2013-04-02T15:07:41.155Z,40fa0cG9G5,2013-04-02T15:07:41.155Z,"Ahoskie, North Carolina",Tri-County Airport,,KASJ
Airport,2013-04-02T15:07:41.170Z,p3xpvihqqw,2013-04-02T15:07:41.170Z,"Marshall, Texas",Harrison County Airport,ASL,KASL
Airport,2013-04-02T15:07:41.195Z,KTNheQiuQj,2013-04-02T15:07:41.195Z,"Talladega, Alabama",Talladega Municipal Airport,ASN,KASN
Airport,2013-04-02T15:07:41.322Z,tx0z6Tab7v,2013-04-02T15:07:41.322Z,"Astoria, Oregon",Astoria Regional Airport,AST,KAST
Airport,2013-04-02T15:07:41.346Z,gjmWC7QWpY,2013-04-02T15:07:41.346Z,"Warsaw, Indiana",Warsaw Municipal Airport,,KASW
Airport,2013-04-02T15:07:41.361Z,rZLKxzXVpq,2013-04-02T15:07:41.361Z,"Ashland, Wisconsin",John F. Kennedy Memorial Airport,ASX,KASX
Airport,2013-04-02T15:07:41.376Z,VAR885VStV,2013-04-02T15:07:41.376Z,"Ashley, North Dakota",Ashley Municipal Airport,ASY,KASY
Airport,2013-04-02T15:07:41.391Z,K8Pu8F37Qg,2013-04-02T15:07:41.391Z,"Atlanta, Texas",Hall-Miller Municipal Airport,,KATA
Airport,2013-04-02T15:07:41.408Z,ZKPxZWH1cH,2013-04-02T15:07:41.408Z,"Atlanta, Georgia",Hartsfield-Jackson Atlanta International Airport,ATL,KATL
Airport,2013-04-02T15:07:41.423Z,JNSQXXTPRJ,2013-04-02T15:07:41.423Z,"Artesia, New Mexico",Artesia Municipal Airport,ATS,KATS
Airport,2013-04-02T15:07:41.438Z,rxM9cAqgFs,2013-04-02T15:07:41.438Z,"Greenville, Wisconsin (near Appleton)",Outagamie County Regional Airport,ATW,KATW
Airport,2013-04-02T15:07:41.453Z,pj4wDeiInJ,2013-04-02T15:07:41.453Z,"Watertown, South Dakota",Watertown Regional Airport,ATY,KATY
Airport,2013-04-02T15:07:41.468Z,x8FhNwHYV5,2013-04-02T15:07:41.468Z,"Augusta, Maine",Augusta State Airport,AUG,KAUG
Airport,2013-04-02T15:07:41.484Z,X0USGajnbf,2013-04-02T15:07:41.484Z,"Aurora, Nebraska",Aurora Municipal Airport (Al Potter Field),,KAUH
Airport,2013-04-02T15:07:41.499Z,kfEfy3N60I,2013-04-02T15:07:41.499Z,"Austin, Minnesota",Austin Municipal Airport,AUM,KAUM
Airport,2013-04-02T15:07:41.574Z,0OtRdlqr0M,2013-04-02T15:07:41.574Z,"Auburn, California",Auburn Municipal Airport,AUN,KAUN
Airport,2013-04-02T15:07:41.589Z,M7l8TKzjnz,2013-04-02T15:07:41.589Z,"Auburn, Alabama",Auburn University Regional Airport,AUO,KAUO
Airport,2013-04-02T15:07:41.604Z,LTcRPZ820c,2013-04-02T15:07:41.604Z,"Austin, Texas",Austin-Bergstrom International Airport,AUS,KAUS
Airport,2013-04-02T15:07:41.619Z,VN2xMz3ld9,2013-04-02T15:07:41.619Z,"Wausau, Wisconsin",Wausau Downtown Airport,AUW,KAUW
Airport,2013-04-02T15:07:41.634Z,1c1qMHWTGL,2013-04-02T15:07:41.634Z,"South Hill, Virginia",Mecklenburg-Brunswick Regional Airport,,KAVC
Airport,2013-04-02T15:07:41.649Z,nXdk1VxFGh,2013-04-02T15:07:41.649Z,"Alva, Oklahoma",Alva Regional Airport,,KAVK
Airport,2013-04-02T15:07:41.663Z,qHHe1zJXXy,2013-04-02T15:07:41.663Z,"Fletcher, North Carolina (near Asheville)",Asheville Regional Airport,AVL,KAVL
Airport,2013-04-02T15:07:41.678Z,jBfELdExc4,2013-04-02T15:07:41.678Z,"Avon Park, Florida",Avon Park Executive Airport,AVO,KAVO
Airport,2013-04-02T15:07:41.694Z,rBxCb6K9bC,2013-04-02T15:07:41.694Z,"Avoca, Pennsylvania",Wilkes-Barre/Scranton International Airport,AVP,KAVP
Airport,2013-04-02T15:07:41.709Z,0wzNM7qMGH,2013-04-02T15:07:41.709Z,"Marana, Arizona (near Tucson)",Marana Regional Airport,AVW,KAVQ
Airport,2013-04-02T15:07:41.724Z,wrRx3xRTle,2013-04-02T15:07:41.724Z,"Avalon / Santa Catalina Island, California",Catalina Airport,CIB,KAVX
Airport,2013-04-02T15:07:41.739Z,9zn2ccJg8J,2013-04-02T15:07:41.739Z,"Washington, Iowa",Washington Municipal Airport,,KAWG
Airport,2013-04-02T15:07:41.754Z,2f9Kk2vstp,2013-04-02T15:07:41.754Z,"West Memphis, Arkansas",West Memphis Municipal Airport,AWM,KAWM
Airport,2013-04-02T15:07:41.769Z,yzIfW6Bp1X,2013-04-02T15:07:41.769Z,"Arlington, Washington",Arlington Municipal Airport,,KAWO
Airport,2013-04-02T15:07:41.784Z,yREbIkNONW,2013-04-02T15:07:41.784Z,"Algona, Iowa",Algona Municipal Airport,AXG,KAXA
Airport,2013-04-02T15:07:41.799Z,Md6XroLhUN,2013-04-02T15:07:41.799Z,"Houston, Texas",Houston-Southwest Airport,,KAXH
Airport,2013-04-02T15:07:41.813Z,4YPYG11Axe,2013-04-02T15:07:41.813Z,"Alexandria, Minnesota",Chandler Field,AXN,KAXN
Airport,2013-04-02T15:07:41.828Z,m8MfTfiqZK,2013-04-02T15:07:41.828Z,"Clarion, Pennsylvania",Clarion County Airport,,KAXQ
Airport,2013-04-02T15:07:41.843Z,EnIZ5lC7ft,2013-04-02T15:07:41.843Z,"Altus, Oklahoma",Altus/Quartz Mountain Regional Airport,AXS,KAXS
Airport,2013-04-02T15:07:41.858Z,anrXYmWSc1,2013-04-02T15:07:41.858Z,"Wapakoneta, Ohio",Neil Armstrong Airport,AXV,KAXV
Airport,2013-04-02T15:07:41.873Z,yodNMaZe8m,2013-04-02T15:07:41.873Z,"Angel Fire, New Mexico",Angel Fire Airport,AXX,KAXX
Airport,2013-04-02T15:07:41.888Z,Y9QXM3vxTt,2013-04-02T15:07:41.888Z,"Waycross, Georgia",Waycross-Ware County Airport,AYS,KAYS
Airport,2013-04-02T15:07:41.903Z,969QXz69Z1,2013-04-02T15:07:41.903Z,"Tullahoma, Tennessee",Arnold Air Force Base,,KAYX
Airport,2013-04-02T15:07:41.918Z,VmWghNPbYD,2013-04-02T15:07:41.918Z,"Colorado City, Arizona",Colorado City Municipal Airport,,KAZC
Airport,2013-04-02T15:07:41.934Z,Q00y0oQJOc,2013-04-02T15:07:41.934Z,"Hazlehurst, Georgia",Hazlehurst Airport,,KAZE
Airport,2013-04-02T15:07:41.949Z,t5EN4F2vC8,2013-04-02T15:07:41.949Z,"Kalamazoo / Battle Creek, Michigan",Kalamazoo/Battle Creek International Airport,AZO,KAZO
Airport,2013-04-02T15:07:41.964Z,ze4PBd5vmK,2013-04-02T15:07:41.964Z,"Fort Chaffee, Arkansas",Arrowhead Assault Strip,,KAZU
Airport,2013-04-02T15:07:41.979Z,tWivnVXfLn,2013-04-02T15:07:41.979Z,"Marysville, California",Beale Air Force Base,BAB,KBAB
Airport,2013-04-02T15:07:41.993Z,GpK9bFPCdH,2013-04-02T15:07:41.993Z,"Bossier City, Louisiana",Barksdale Air Force Base,BAD,KBAD
Airport,2013-04-02T15:07:42.008Z,PnKJ8MpFJG,2013-04-02T15:07:42.008Z,"Westfield / Springfield, Massachusetts",Barnes Municipal Airport,BAF,KBAF
Airport,2013-04-02T15:07:42.023Z,Z6IqSK5rFQ,2013-04-02T15:07:42.023Z,"Columbus, Indiana",Columbus Municipal Airport,CLU,KBAK
Airport,2013-04-02T15:07:42.067Z,YFxKigEcJY,2013-04-02T15:07:42.067Z,"Battle Mountain, Nevada",Battle Mountain Airport,BAM,KBAM
Airport,2013-04-02T15:07:42.082Z,qoQlJb5ZE4,2013-04-02T15:07:42.082Z,"Bad Axe, Michigan",Huron County Memorial Airport,,KBAX
Airport,2013-04-02T15:07:42.097Z,CP7eQynEid,2013-04-02T15:07:42.097Z,"New Braunfels, Texas",New Braunfels Municipal Airport,,KBAZ
Airport,2013-04-02T15:07:42.112Z,W77MRUfTbd,2013-04-02T15:07:42.112Z,"Benson, Minnesota",Benson Municipal Airport,BBB,KBBB
Airport,2013-04-02T15:07:42.126Z,3QPMyME95c,2013-04-02T15:07:42.126Z,"Brady, Texas",Curtis Field,,KBBD
Airport,2013-04-02T15:07:42.141Z,xungpa2QS8,2013-04-02T15:07:42.141Z,"Branson, Missouri","Branson Airport (currently unnamed) Hollister, Missouri",BKG,KBBG
Airport,2013-04-02T15:07:42.212Z,sPxTzTkyqZ,2013-04-02T15:07:42.212Z,"Bennettsville, South Carolina",Marlboro County Jetport (H.E. Avent Field),BTN,KBBP
Airport,2013-04-02T15:07:42.227Z,cM2qxMGdDk,2013-04-02T15:07:42.227Z,"Broken Bow, Nebraska",Broken Bow Municipal Airport,BBW,KBBW
Airport,2013-04-02T15:07:42.242Z,PlyaBRP9ub,2013-04-02T15:07:42.242Z,"Blacksburg, Virginia",VirginiaTech/Montgomery Executive Airport,BCB,KBCB
Airport,2013-04-02T15:07:42.257Z,EJpzYbyPng,2013-04-02T15:07:42.257Z,"Bryce Canyon, Utah",Bryce Canyon Airport,BCE,KBCE
Airport,2013-04-02T15:07:42.271Z,Fh3b5E5QtU,2013-04-02T15:07:42.271Z,"Black River Falls, Wisconsin",Black River Falls Area Airport,,KBCK
Airport,2013-04-02T15:07:42.286Z,Ya2x3qjcNR,2013-04-02T15:07:42.286Z,"Boca Raton, Florida",Boca Raton Airport,BCT,KBCT
Airport,2013-04-02T15:07:42.301Z,HUPIaXOGj0,2013-04-02T15:07:42.301Z,"Baudette, Minnesota",Baudette International Airport,BDE,KBDE
Airport,2013-04-02T15:07:42.316Z,Sq42KoMSEy,2013-04-02T15:07:42.316Z,"Blanding, Utah",Blanding Municipal Airport,BDG,KBDG
Airport,2013-04-02T15:07:42.331Z,E79eiooz0n,2013-04-02T15:07:42.331Z,"Boulder Junction, Wisconsin",Boulder Junction Airport,,KBDJ
Airport,2013-04-02T15:07:42.345Z,i4oY1nCwda,2013-04-02T15:07:42.345Z,"Windsor Locks, Connecticut (near Hartford)",Bradley International Airport,BDL,KBDL
Airport,2013-04-02T15:07:42.360Z,zPZZGJnSoF,2013-04-02T15:07:42.360Z,"Morrilton, Arkansas",Morrilton Municipal Airport,,KBDQ
Airport,2013-04-02T15:07:42.374Z,VmE3jkAwCm,2013-04-02T15:07:42.374Z,"Bridgeport, Connecticut",Igor I. Sikorsky Memorial Airport,BDR,KBDR
Airport,2013-04-02T15:07:42.389Z,P2ZG0JCeSP,2013-04-02T15:07:42.389Z,"Wichita, Kansas",Beech Factory Airport,BEC,KBEC
Airport,2013-04-02T15:07:42.404Z,HNBwcAz4Oz,2013-04-02T15:07:42.404Z,"Bedford, Massachusetts",Laurence G. Hanscom Field,BED,KBED
Airport,2013-04-02T15:07:42.419Z,9hLaPoqiac,2013-04-02T15:07:42.419Z,"Benton Harbor, Michigan",Southwest Michigan Regional Airport,BEH,KBEH
Airport,2013-04-02T15:07:42.434Z,dwBKSZZVQN,2013-04-02T15:07:42.434Z,"Boyne Falls, Michigan",Boyne Mountain Airport,,KBFA
Airport,2013-04-02T15:07:42.449Z,OklBEth7XD,2013-04-02T15:07:42.449Z,"Bradford, Pennsylvania",Bradford Regional Airport,BFD,KBFD
Airport,2013-04-02T15:07:42.464Z,hEH3xJAg8Q,2013-04-02T15:07:42.464Z,"Brownfield, Texas",Terry County Airport,,KBFE
Airport,2013-04-02T15:07:42.479Z,enCVH5sgxR,2013-04-02T15:07:42.479Z,"Scottsbluff, Nebraska",Western Nebraska Regional Airport (William B. Heilig Field),BFF,KBFF
Airport,2013-04-02T15:07:42.494Z,es6PmBUVmp,2013-04-02T15:07:42.494Z,"Seattle, Washington",Boeing Field/King County International Airport,BFI,KBFI
Airport,2013-04-02T15:07:42.509Z,mOcevR6mjR,2013-04-02T15:07:42.509Z,"Buffalo, Oklahoma",Buffalo Municipal Airport,,KBFK
Airport,2013-04-02T15:07:42.524Z,gSyunGEMwl,2013-04-02T15:07:42.524Z,"Bakersfield, California",Meadows Field Airport,BFL,KBFL
Airport,2013-04-02T15:07:42.539Z,JZtG5Upd9k,2013-04-02T15:07:42.539Z,"Mobile, Alabama",Mobile Downtown Airport,BFM,KBFM
Airport,2013-04-02T15:07:42.554Z,6stJyoMUhP,2013-04-02T15:07:42.554Z,"Bedford, Indiana",Virgil I. Grissom Municipal Airport,BFR,KBFR
Airport,2013-04-02T15:07:42.568Z,DYPV2V8WzM,2013-04-02T15:07:42.568Z,"Silver Bay, Minnesota",Silver Bay Municipal Airport,,KBFW
Airport,2013-04-02T15:07:42.583Z,g4oxpmxLzE,2013-04-02T15:07:42.583Z,"Borger, Texas",Hutchinson County Airport,,KBGD
Airport,2013-04-02T15:07:42.598Z,j7GZnzewmb,2013-04-02T15:07:42.598Z,"Bainbridge, Georgia",Decatur County Industrial Air Park,BGE,KBGE
Airport,2013-04-02T15:07:42.613Z,osNJjzohJA,2013-04-02T15:07:42.613Z,"Winchester, Tennessee",Winchester Municipal Airport,,KBGF
Airport,2013-04-02T15:07:42.675Z,o9jJ8LO9o4,2013-04-02T15:07:42.675Z,"Binghamton, New York",Greater Binghamton Airport,BGM,KBGM
Airport,2013-04-02T15:07:42.728Z,2O7rOTkmvC,2013-04-02T15:07:42.728Z,"Bangor, Maine",Bangor International Airport,BGR,KBGR
Airport,2013-04-02T15:07:42.743Z,GRUKCPL252,2013-04-02T15:07:42.743Z,"Bar Harbor, Maine",Hancock County-Bar Harbor Airport,BHB,KBHB
Airport,2013-04-02T15:07:42.757Z,PvqZ7fFkAJ,2013-04-02T15:07:42.757Z,"Baxley, Georgia",Baxley Municipal Airport,,KBHC
Airport,2013-04-02T15:07:42.772Z,HWi7L6UhVK,2013-04-02T15:07:42.772Z,"Baker, Montana",Baker Municipal Airport,,KBHK
Airport,2013-04-02T15:07:42.787Z,4WhbOKGXyR,2013-04-02T15:07:42.787Z,"Birmingham, Alabama",Birmingham-Shuttlesworth International Airport,BHM,KBHM
Airport,2013-04-02T15:07:42.801Z,XOS6pi75rx,2013-04-02T15:07:42.801Z,"Block Island, Rhode Island",Block Island State Airport,BID,KBID
Airport,2013-04-02T15:07:42.816Z,QLIwpMLicx,2013-04-02T15:07:42.816Z,"Beatrice, Nebraska",Beatrice Municipal Airport,,KBIE
Airport,2013-04-02T15:07:42.831Z,Nhejv4GRCE,2013-04-02T15:07:42.831Z,"Fort Bliss, El Paso, Texas",Biggs Army Airfield,BIF,KBIF
Airport,2013-04-02T15:07:42.846Z,PYsOX3SJA0,2013-04-02T15:07:42.846Z,"Bishop, California",Eastern Sierra Regional Airport,BIH,KBIH
Airport,2013-04-02T15:07:42.894Z,E4thSViQOd,2013-04-02T15:07:42.894Z,"Billings, Montana",Billings Logan International Airport,BIL,KBIL
Airport,2013-04-02T15:07:42.909Z,x0hxOdENw5,2013-04-02T15:07:42.909Z,"Bismarck, North Dakota",Bismarck Municipal Airport,BIS,KBIS
Airport,2013-04-02T15:07:42.924Z,qDjJXs09Ea,2013-04-02T15:07:42.924Z,"Holland, Michigan",West Michigan Regional Airport,BIV,KBIV
Airport,2013-04-02T15:07:42.939Z,beEDapGJDF,2013-04-02T15:07:42.939Z,"Biloxi, Mississippi",Keesler Air Force Base,BIX,KBIX
Airport,2013-04-02T15:07:42.954Z,L8OMuxPi6D,2013-04-02T15:07:42.954Z,"Denver, Colorado",Rocky Mountain Metropolitan Airport,BJC,KBJC
Airport,2013-04-02T15:07:42.969Z,u1kK6StU9e,2013-04-02T15:07:42.969Z,"Bemidji, Minnesota",Bemidji Regional Airport,BJI,KBJI
Airport,2013-04-02T15:07:42.985Z,Nb22aco4Jr,2013-04-02T15:07:42.985Z,"Wooster, Ohio",Wayne County Airport,BJJ,KBJJ
Airport,2013-04-02T15:07:43.038Z,n6G8cyLxA6,2013-04-02T15:07:43.038Z,"Breckenridge, Texas",Stephens County Airport,,KBKD
Airport,2013-04-02T15:07:43.053Z,XknsUuabr1,2013-04-02T15:07:43.053Z,"Baker City, Oregon",Baker City Municipal Airport,BKE,KBKE
Airport,2013-04-02T15:07:43.068Z,cLzo5OGukD,2013-04-02T15:07:43.068Z,"Aurora, Colorado",Buckley Air Force Base,,KBKF
Airport,2013-04-02T15:07:43.084Z,ML9XLQMFag,2013-04-02T15:07:43.084Z,"Cleveland, Ohio",Cleveland Burke Lakefront Airport,BKL,KBKL
Airport,2013-04-02T15:07:43.099Z,lxdMhReSev,2013-04-02T15:07:43.099Z,"Falfurrias, Texas",Brooks County Airport,,KBKS
Airport,2013-04-02T15:07:43.114Z,Dzaskm25S6,2013-04-02T15:07:43.114Z,"Blackstone, Virginia",Allen C. Perkinson Airport / Blackstone Army Airfield,BKT,KBKT
Airport,2013-04-02T15:07:43.128Z,tzynrwiK3h,2013-04-02T15:07:43.128Z,"Brooksville, Florida",Hernando County Airport,,KBKV
Airport,2013-04-02T15:07:43.143Z,t9QYABH2Pr,2013-04-02T15:07:43.143Z,"Beckley, West Virginia",Beckley Raleigh County Memorial Airport,BKW,KBKW
Airport,2013-04-02T15:07:43.332Z,oAhbNOnENh,2013-04-02T15:07:43.332Z,"Brookings, South Dakota",Brookings Municipal Airport,BKX,KBKX
Airport,2013-04-02T15:07:43.362Z,wqBQhMQ9uH,2013-04-02T15:07:43.362Z,"Bluefield, West Virginia",Mercer County Airport,BLF,KBLF
Airport,2013-04-02T15:07:43.377Z,UWH5HHbXlP,2013-04-02T15:07:43.377Z,"Blythe, California",Blythe Airport,BLH,KBLH
Airport,2013-04-02T15:07:43.392Z,qoPdM1cmig,2013-04-02T15:07:43.392Z,"Bellingham, Washington",Bellingham International Airport,BLI,KBLI
Airport,2013-04-02T15:07:43.407Z,dKDq4F7wVp,2013-04-02T15:07:43.407Z,"Belmar / Farmingdale, New Jersey",Monmouth Executive Airport,BLM,KBLM
Airport,2013-04-02T15:07:43.422Z,aYqgJrKMiz,2013-04-02T15:07:43.422Z,"Emigrant Gap, California",Blue Canyon-Nyack Airport,,KBLU
Airport,2013-04-02T15:07:43.437Z,Q4sB4FV9oK,2013-04-02T15:07:43.437Z,"Belleville, Illinois",MidAmerica St. Louis Airport / Scott Air Force Base,BLV,KBLV
Airport,2013-04-02T15:07:43.452Z,vN8zLu8i1A,2013-04-02T15:07:43.452Z,"Brigham City, Utah",Brigham City Airport,BMC,KBMC
Airport,2013-04-02T15:07:43.469Z,UnpPaiGKYE,2013-04-02T15:07:43.469Z,"Bloomington, Indiana",Monroe County Airport,BMG,KBMG
Airport,2013-04-02T15:07:43.484Z,jRTE4McSaZ,2013-04-02T15:07:43.484Z,"Bloomington, Illinois",Central Illinois Regional Airport,BMI,KBMI
Airport,2013-04-02T15:07:43.499Z,jVKrvr5Vdy,2013-04-02T15:07:43.499Z,"Berlin, New Hampshire",Berlin Regional Airport,BML,KBML
Airport,2013-04-02T15:07:43.514Z,3AEQ44Bppk,2013-04-02T15:07:43.514Z,"Burnet, Texas",Burnet Municipal Airport (Kate Craddock Field),,KBMQ
Airport,2013-04-02T15:07:43.529Z,YfqNr0yRQD,2013-04-02T15:07:43.529Z,"Beaumont, Texas",Beaumont Municipal Airport,BMT,KBMT
Airport,2013-04-02T15:07:43.544Z,5vVlvsenUn,2013-04-02T15:07:43.544Z,"Nashville, Tennessee",Nashville International Airport,BNA,KBNA
Airport,2013-04-02T15:07:43.560Z,1DoL34c4pD,2013-04-02T15:07:43.560Z,"Banning, California",Banning Municipal Airport,BNG,KBNG
Airport,2013-04-02T15:07:43.576Z,w07PxTGDBo,2013-04-02T15:07:43.576Z,"Barnwell, South Carolina",Barnwell County Airport,,KBNL
Airport,2013-04-02T15:07:43.736Z,Su72AqDh39,2013-04-02T15:07:43.736Z,"Burns, Oregon",Burns Municipal Airport,BNO,KBNO
Airport,2013-04-02T15:07:43.751Z,SEyQUbgdMI,2013-04-02T15:07:43.751Z,"Boone, Iowa",Boone Municipal Airport,,KBNW
Airport,2013-04-02T15:07:43.766Z,Z9IwmSun5O,2013-04-02T15:07:43.766Z,"Boise, Idaho",Boise Air Terminal (Gowen Field),BOI,KBOI
Airport,2013-04-02T15:07:43.781Z,oQKamSBllW,2013-04-02T15:07:43.781Z,"Brookings, Oregon",Brookings State Airport,,KBOK
Airport,2013-04-02T15:07:43.796Z,30sNdcf3j2,2013-04-02T15:07:43.796Z,"Boston, Massachusetts",Logan International Airport,BOS,KBOS
Airport,2013-04-02T15:07:43.811Z,YWgCNSWWhE,2013-04-02T15:07:43.811Z,"Bartow, Florida",Bartow Municipal Airport,BOW,KBOW
Airport,2013-04-02T15:07:43.825Z,MLNLuUhWsp,2013-04-02T15:07:43.825Z,"Big Spring, Texas",Big Spring McMahon-Wrinkle Airport,,KBPG
Airport,2013-04-02T15:07:43.841Z,OdAlj0wrDr,2013-04-02T15:07:43.841Z,"Big Piney, Wyoming",Big Piney-Marbleton Airport,BPI,KBPI
Airport,2013-04-02T15:07:43.857Z,pYt40oO3LE,2013-04-02T15:07:43.857Z,"Mountain Home, Arkansas",Ozark Regional Airport (formerly Baxter County Regional Airport),WMH,KBPK
Airport,2013-04-02T15:07:43.872Z,zLRBIW3p1E,2013-04-02T15:07:43.872Z,"Bowman, North Dakota",Bowman Municipal Airport,BWM,KBPP
Airport,2013-04-02T15:07:43.887Z,zWrPwQ4u0b,2013-04-02T15:07:43.887Z,"Nederland, Texas (near Beaumont & Port Arthur)",Southeast Texas Regional Airport,BPT,KBPT
Airport,2013-04-02T15:07:43.902Z,g6jTEDxiOO,2013-04-02T15:07:43.902Z,"Brunswick, Georgia",Brunswick Golden Isles Airport,BQK,KBQK
Airport,2013-04-02T15:07:43.917Z,mSo3PzrWHI,2013-04-02T15:07:43.917Z,"Lancaster, New York",Buffalo-Lancaster Airport,BQR,KBQR
Airport,2013-04-02T15:07:43.931Z,im8Mp0duXZ,2013-04-02T15:07:43.931Z,"Brainerd, Minnesota",Brainerd Lakes Regional Airport,BRD,KBRD
Airport,2013-04-02T15:07:43.946Z,p0v9HJeMav,2013-04-02T15:07:43.946Z,"Burlington, Iowa",Southeast Iowa Regional Airport,BRL,KBRL
Airport,2013-04-02T15:07:43.962Z,1CTkuXHPID,2013-04-02T15:07:43.962Z,"Brownsville, Texas",Brownsville/South Padre Island International Airport,BRO,KBRO
Airport,2013-04-02T15:07:43.977Z,VMHBvgD0Bl,2013-04-02T15:07:43.977Z,"Bardstown, Kentucky",Samuels Field,,KBRY
Airport,2013-04-02T15:07:43.992Z,zpUJw49m0Q,2013-04-02T15:07:43.992Z,"Belfast, Maine",Belfast Municipal Airport,,KBST
Airport,2013-04-02T15:07:44.007Z,sSeLHQKohv,2013-04-02T15:07:44.007Z,"Bountiful, Utah",Skypark Airport,BTF,KBTF
Airport,2013-04-02T15:07:44.022Z,TWfOAOFB7B,2013-04-02T15:07:44.022Z,"Battle Creek, Michigan",W. K. Kellogg Airport,BTL,KBTL
Airport,2013-04-02T15:07:44.037Z,8s0gu1BlnP,2013-04-02T15:07:44.037Z,"Butte, Montana",Bert Mooney Airport,BTM,KBTM
Airport,2013-04-02T15:07:44.052Z,eDeiZsGgbU,2013-04-02T15:07:44.052Z,"Britton, South Dakota",Britton Municipal Airport,,KBTN
Airport,2013-04-02T15:07:44.073Z,lqabUiQPSg,2013-04-02T15:07:44.073Z,"Butler, Pennsylvania",Butler County Airport (K.W. Scholter Field),BTP,KBTP
Airport,2013-04-02T15:07:44.088Z,SmPjkQdgTr,2013-04-02T15:07:44.088Z,"Baton Rouge, Louisiana",Baton Rouge Metropolitan Airport,BTR,KBTR
Airport,2013-04-02T15:07:44.103Z,fDn1Z1vsGT,2013-04-02T15:07:44.103Z,"Burlington, Vermont",Burlington International Airport,BTV,KBTV
Airport,2013-04-02T15:07:44.118Z,sPwx2kRVT1,2013-04-02T15:07:44.118Z,"Beatty, Nevada",Beatty Airport,BTY,KBTY
Airport,2013-04-02T15:07:44.134Z,KVZlzZ2jly,2013-04-02T15:07:44.134Z,"Burwell, Nebraska",Cram Field,,KBUB
Airport,2013-04-02T15:07:44.149Z,zIwutH066t,2013-04-02T15:07:44.149Z,"Buffalo, New York",Buffalo Niagara International Airport,BUF,KBUF
Airport,2013-04-02T15:07:44.163Z,PuLoZhgdki,2013-04-02T15:07:44.163Z,"Butler, Missouri",Butler Memorial Airport,,KBUM
Airport,2013-04-02T15:07:44.182Z,8qSWFEYqe7,2013-04-02T15:07:44.182Z,"Burbank, California",Bob Hope Airport,BUR,KBUR
Airport,2013-04-02T15:07:44.197Z,bsKVi3UmUR,2013-04-02T15:07:44.197Z,"Burlington, Wisconsin",Burlington Municipal Airport,,KBUU
Airport,2013-04-02T15:07:44.212Z,Lrfo4HDrZE,2013-04-02T15:07:44.212Z,"Burlington, North Carolina",Burlington-Alamance Regional Airport,,KBUY
Airport,2013-04-02T15:07:44.227Z,PbKbh9BqyO,2013-04-02T15:07:44.227Z,"Beaver Falls, Pennsylvania",Beaver County Airport,BFP,KBVI
Airport,2013-04-02T15:07:44.242Z,tgk6mTRugc,2013-04-02T15:07:44.242Z,"Albion, Nebraska",Albion Municipal Airport,,KBVN
Airport,2013-04-02T15:07:44.257Z,s4u5X9euZF,2013-04-02T15:07:44.257Z,"Bartlesville, Oklahoma",Bartlesville Municipal Airport,,KBVO
Airport,2013-04-02T15:07:44.272Z,LTSXiSUy9j,2013-04-02T15:07:44.272Z,"Burlington & Mount Vernon, Washington",Skagit Regional Airport,MVW,KBVS
Airport,2013-04-02T15:07:44.292Z,IbiZ2oYPMM,2013-04-02T15:07:44.292Z,"Batesville, Arkansas",Batesville Regional Airport,,KBVX
Airport,2013-04-02T15:07:44.307Z,E6tGKHSV2H,2013-04-02T15:07:44.307Z,"Beverly, Massachusetts",Beverly Municipal Airport,BVY,KBVY
Airport,2013-04-02T15:07:44.321Z,KdMztWDT7Y,2013-04-02T15:07:44.321Z,"Brawley, California",Brawley Municipal Airport,BWC,KBWC
Airport,2013-04-02T15:07:44.336Z,yV0aaxj1UC,2013-04-02T15:07:44.336Z,"Brownwood, Texas",Brownwood Regional Airport,BWD,KBWD
