_class_name,_created_at,_object_id,_updated_at,airportLocation,airportName,iata,icao
Airport,2013-04-02T15:07:37.905Z,x7pBcWI1rv,2013-04-02T15:07:37.905Z,Eldebba,Eldebba Airport,EDB,HSDB
Airport,2013-04-02T15:07:37.920Z,dvF0c4jOMR,2013-04-02T15:07:37.920Z,Dongola,Dongola Airport,DOG,HSDN
Airport,2013-04-02T15:07:37.935Z,xgItLQdzFt,2013-04-02T15:07:37.935Z,Al-Fashir (El Fasher),El Fasher Airport,ELF,HSFS
Airport,2013-04-02T15:07:37.950Z,MfDW5BtuFL,2013-04-02T15:07:37.950Z,Dinder,Galegu Airport,DNX,HSGG
Airport,2013-04-02T15:07:37.964Z,EKL3EAp14t,2013-04-02T15:07:37.964Z,Geneina,Geneina Airport,EGN,HSGN
Airport,2013-04-02T15:07:37.979Z,bao5AAjfeR,2013-04-02T15:07:37.979Z,Gogrial,Gogrial Airport,,HSGO
Airport,2013-04-02T15:07:37.994Z,8yMrgL7MvK,2013-04-02T15:07:37.994Z,Kassala,Kassala Airport,KSL,HSKA
Airport,2013-04-02T15:07:38.048Z,Kfa06T3SxS,2013-04-02T15:07:38.048Z,Khashm El Girba,Khashm El Girba Airport,GBU,HSKG
Airport,2013-04-02T15:07:38.064Z,HaogCiIEZT,2013-04-02T15:07:38.064Z,Kosti,Rabak Airport,KST,HSKI
Airport,2013-04-02T15:07:38.079Z,tImh67eElj,2013-04-02T15:07:38.079Z,Kago Kaju,Kago Kaju Airport,,HSKJ
Airport,2013-04-02T15:07:38.094Z,06NicWQWoG,2013-04-02T15:07:38.094Z,Kapoeta,Kapoeta Airport,,HSKP
Airport,2013-04-02T15:07:38.109Z,3qoZP2emkp,2013-04-02T15:07:38.109Z,Maridi,Maridi Airport,,HSMD
Airport,2013-04-02T15:07:38.123Z,kJpdEMhkdR,2013-04-02T15:07:38.123Z,Rumbek,Rumbek Airport,RBX,HSMK
Airport,2013-04-02T15:07:38.138Z,LBy2VCo0eu,2013-04-02T15:07:38.138Z,Merowe,Merowe Airport,MWE,HSMR
Airport,2013-04-02T15:07:38.153Z,nP1sIGAqGi,2013-04-02T15:07:38.153Z,En Nahud,En Nahud Airport,NUD,HSNH
Airport,2013-04-02T15:07:38.168Z,PPaJUmHAdf,2013-04-02T15:07:38.168Z,Nimule,Nimule Airport,,HSNM
Airport,2013-04-02T15:07:38.184Z,2F1W7TjfCH,2013-04-02T15:07:38.184Z,Nyala,Nyala Airport,UYL,HSNN
Airport,2013-04-02T15:07:38.199Z,BFeewIXphJ,2013-04-02T15:07:38.199Z,El Obeid,El Obeid Airport,EBD,HSOB
Airport,2013-04-02T15:07:38.214Z,fFYzAMSLQD,2013-04-02T15:07:38.214Z,Pochalla,Pochalla Airport,,HSPA
Airport,2013-04-02T15:07:38.229Z,pY5jOMl0jS,2013-04-02T15:07:38.229Z,Pibor,Pibor Airport,,HSPI
Airport,2013-04-02T15:07:38.244Z,GC96cSgCiY,2013-04-02T15:07:38.244Z,Port Sudan,Port Sudan New International Airport,PZU,HSPN
Airport,2013-04-02T15:07:38.259Z,ySUkI4IZLL,2013-04-02T15:07:38.259Z,Raga,Raga Airport,,HSRJ
Airport,2013-04-02T15:07:38.274Z,r9P9uUUDQN,2013-04-02T15:07:38.274Z,Renk,Renk Airport,,HSRN
Airport,2013-04-02T15:07:38.288Z,8h48I84epa,2013-04-02T15:07:38.288Z,Juba,Juba Airport,JUB,HSSJ
Airport,2013-04-02T15:07:38.304Z,ErCCr9BOAY,2013-04-02T15:07:38.304Z,Malakal,Malakal Airport,MAK,HSSM
Airport,2013-04-02T15:07:38.318Z,329neI6QsM,2013-04-02T15:07:38.318Z,Port Sudan,Port Sudan Military Airport,,HSSP
Airport,2013-04-02T15:07:38.333Z,Q1zLGzkQdf,2013-04-02T15:07:38.333Z,Khartoum,Khartoum International Airport,KRT,HSSS
Airport,2013-04-02T15:07:38.348Z,GzSY6h8EG0,2013-04-02T15:07:38.348Z,Wadi Halfa,Wadi Halfa Airport,WHF,HSSW
Airport,2013-04-02T15:07:38.363Z,VRLbFFPp7W,2013-04-02T15:07:38.363Z,Tonj,Tonj Airport,,HSTO
Airport,2013-04-02T15:07:38.378Z,Wf5Ro10AKw,2013-04-02T15:07:38.378Z,Torit,Torit Airport,,HSTR
Airport,2013-04-02T15:07:38.393Z,5o3QpgC9HH,2013-04-02T15:07:38.393Z,Tumbura,Tumbura Airport,,HSTU
Airport,2013-04-02T15:07:38.408Z,QL8u2uLfgj,2013-04-02T15:07:38.408Z,Wau,Wau Airport,WUU,HSWW
Airport,2013-04-02T15:07:38.423Z,WAobmx60Yc,2013-04-02T15:07:38.423Z,Yambio,Yambio Airport,,HSYA
Airport,2013-04-02T15:07:38.438Z,5F35Xt4SC5,2013-04-02T15:07:38.438Z,Yei,Yei Airport,,HSYE
Airport,2013-04-02T15:07:38.453Z,OcTnWVn9Bb,2013-04-02T15:07:38.453Z,Yirol,Yirol Airport,,HSYL
Airport,2013-04-02T15:07:38.468Z,sCHtbGJbvp,2013-04-02T15:07:38.468Z,Arusha,Arusha Airport,ARK,HTAR
Airport,2013-04-02T15:07:38.483Z,rRe6rxO0zX,2013-04-02T15:07:38.483Z,Bukoba,Bukoba Airport,BKZ,HTBU
Airport,2013-04-02T15:07:38.498Z,Ey4bnZULPB,2013-04-02T15:07:38.498Z,Dar es Salaam,Dar es Salaam Airport,DAR,HTDA
Airport,2013-04-02T15:07:38.513Z,Xo1RryVcDq,2013-04-02T15:07:38.513Z,Dodoma,Dodoma Airport,DOD,HTDO
Airport,2013-04-02T15:07:38.528Z,JECPr0aGnq,2013-04-02T15:07:38.528Z,Iringa,Iringa Airport,IRI,HTIR
Airport,2013-04-02T15:07:38.542Z,JRZSu3hQQA,2013-04-02T15:07:38.542Z,Kigoma,Kigoma Airport,TKQ,HTKA
Airport,2013-04-02T15:07:38.558Z,OzPiHYTVhz,2013-04-02T15:07:38.558Z,Kilwa Masoko,Kilwa Masoko Airport,KIY,HTKI
Airport,2013-04-02T15:07:38.597Z,mBx9pAweia,2013-04-02T15:07:38.597Z,Mount Kilimanjaro,Kilimanjaro International Airport,JRO,HTKJ
Airport,2013-04-02T15:07:38.613Z,0elhP3skTk,2013-04-02T15:07:38.613Z,Lindi,Lindi Kikwetu Airport,LDI,HTLI
Airport,2013-04-02T15:07:38.627Z,x9obmbeVAF,2013-04-02T15:07:38.627Z,Lake Manyara,Lake Manyara Airport,LKY,HTLM
Airport,2013-04-02T15:07:38.642Z,hRQbXQqzPO,2013-04-02T15:07:38.642Z,Mafia,Mafia Airport,MFA,HTMA
Airport,2013-04-02T15:07:38.657Z,qxUPpOfFuE,2013-04-02T15:07:38.657Z,Mbeya,Mbeya Airport,MBI,HTMB
Airport,2013-04-02T15:07:38.672Z,9zjfzifBw7,2013-04-02T15:07:38.672Z,Mwadui,Mwadui Airport,MWN,HTMD
Airport,2013-04-02T15:07:38.687Z,pc76tlS2NW,2013-04-02T15:07:38.687Z,Masasi,Masasi Airport,XMI,HTMI
Airport,2013-04-02T15:07:38.703Z,3nKxuy5KtF,2013-04-02T15:07:38.703Z,Mpanda,Mpanda Airport,,HTMP
Airport,2013-04-02T15:07:38.718Z,gOQsTPUWeb,2013-04-02T15:07:38.718Z,Moshi,Moshi Airport,QSI,HTMS
Airport,2013-04-02T15:07:38.733Z,Q1PLEgtwZE,2013-04-02T15:07:38.733Z,Mtwara,Mtwara Airport,MYW,HTMT
Airport,2013-04-02T15:07:38.748Z,77n2LuGj2Y,2013-04-02T15:07:38.748Z,Musoma,Musoma Airport,MUZ,HTMU
Airport,2013-04-02T15:07:38.763Z,9A2QHkh9aZ,2013-04-02T15:07:38.763Z,Mwanza,Mwanza Airport,MWZ,HTMW
Airport,2013-04-02T15:07:38.777Z,vM2R3JdRsQ,2013-04-02T15:07:38.777Z,Nachingwea,Nachingwea Airport,NCH,HTNA
Airport,2013-04-02T15:07:38.792Z,u2O7MkGsoB,2013-04-02T15:07:38.792Z,Njombe,Njombe Airport,JOM,HTNJ
Airport,2013-04-02T15:07:38.808Z,b4yy9uM0ig,2013-04-02T15:07:38.808Z,Pemba,Pemba Airport,PMA,HTPE
Airport,2013-04-02T15:07:38.823Z,vfUmOZNGXO,2013-04-02T15:07:38.823Z,Seronera,Seronera Airport,SEU,HTSN
Airport,2013-04-02T15:07:38.838Z,V8SPguf9mP,2013-04-02T15:07:38.838Z,Songea,Songea Airport,SGX,HTSO
Airport,2013-04-02T15:07:38.853Z,vMDV606wmu,2013-04-02T15:07:38.853Z,Sumbawanga,Sumbawanga Airport,SUT,HTSU
Airport,2013-04-02T15:07:38.868Z,dH8zYB8km4,2013-04-02T15:07:38.868Z,Shinyanga,Shinyanga Airport,SHY,HTSY
Airport,2013-04-02T15:07:38.883Z,310dRQhjNL,2013-04-02T15:07:38.883Z,Tabora,Tabora Airport,TBO,HTTB
Airport,2013-04-02T15:07:38.898Z,9W3us9PRRT,2013-04-02T15:07:38.898Z,Tanga,Tanga Airport,TGT,HTTG
Airport,2013-04-02T15:07:38.914Z,Qhob0Zc0Ua,2013-04-02T15:07:38.914Z,Zanzibar,Zanzibar Airport,ZNZ,HTZA
Airport,2013-04-02T15:07:38.929Z,MJgUtxb3ka,2013-04-02T15:07:38.929Z,Adjumani,Adjumani Airport,,HUAJ
Airport,2013-04-02T15:07:38.944Z,LMpWwMolBu,2013-04-02T15:07:38.944Z,Arua,Arua Airport,RUA,HUAR
Airport,2013-04-02T15:07:38.959Z,7Tz5KX6oCe,2013-04-02T15:07:38.959Z,Bundibugyo,Bundibugyo Airport,,HUBU
Airport,2013-04-02T15:07:38.974Z,mYESABNBQi,2013-04-02T15:07:38.974Z,Entebbe (near Kampala),Entebbe International Airport,EBB,HUEN
Airport,2013-04-02T15:07:38.989Z,Dg7nrGRB4b,2013-04-02T15:07:38.989Z,Gulu,Gulu Airport,ULU,HUGU
Airport,2013-04-02T15:07:39.004Z,KojYJix5S7,2013-04-02T15:07:39.004Z,Jinja,Jinja Airport,JIN,HUJI
Airport,2013-04-02T15:07:39.025Z,DaD680tUeU,2013-04-02T15:07:39.025Z,Kabale,Kabale Airport,,HUKB
Airport,2013-04-02T15:07:39.040Z,q52ztwPmqT,2013-04-02T15:07:39.040Z,Kampala,Kampala Airport,KLA,HUKC
Airport,2013-04-02T15:07:39.055Z,aIVdpQ0Och,2013-04-02T15:07:39.055Z,Kabalega Falls,Kabalega Falls Airport,KBG,HUKF
Airport,2013-04-02T15:07:39.070Z,XZ611uVRWe,2013-04-02T15:07:39.070Z,Kotido,Kotido Airport,,HUKO
Airport,2013-04-02T15:07:39.085Z,ZUdVX9JdHI,2013-04-02T15:07:39.085Z,Kasese,Kasese Airport,KSE,HUKS
Airport,2013-04-02T15:07:39.100Z,UpAgBNTvpk,2013-04-02T15:07:39.100Z,Mbarara,Mbarara Airport,MBQ,HUMA
Airport,2013-04-02T15:07:39.115Z,juB7KgXeQ7,2013-04-02T15:07:39.115Z,Masindi,Masindi Airport,KCU,HUMI
Airport,2013-04-02T15:07:39.139Z,6pMUENIAkn,2013-04-02T15:07:39.139Z,Pakuba,Pakuba Airport,PAF,HUPA
Airport,2013-04-02T15:07:39.154Z,OyknHqPFu7,2013-04-02T15:07:39.154Z,Soroti,Soroti Airport,SRT,HUSO
Airport,2013-04-02T15:07:39.169Z,Vcx2s1UddP,2013-04-02T15:07:39.169Z,Tororo,Tororo Airport,TRY,HUTO
Airport,2013-04-02T15:07:39.183Z,qr44bFMyCa,2013-04-02T15:07:39.183Z,"Lincoln, Illinois",Logan County Airport,,KAAA
Airport,2013-04-02T15:07:39.199Z,IlG3zPOsp3,2013-04-02T15:07:39.199Z,"Apalachicola, Florida",Apalachicola Municipal Airport,AAF,KAAF
Airport,2013-04-02T15:07:39.214Z,VHY3P0cdbp,2013-04-02T15:07:39.214Z,"Wichita, Kansas",Colonel James Jabara Airport,,KAAO
Airport,2013-04-02T15:07:39.229Z,DpJ2SDtVw4,2013-04-02T15:07:39.229Z,"Campbellsville, Kentucky",Taylor County Airport,,KAAS
Airport,2013-04-02T15:07:39.247Z,1Laqe4ea5q,2013-04-02T15:07:39.247Z,"Alturas, California",Alturas Municipal Airport,,KAAT
Airport,2013-04-02T15:07:39.262Z,sP5Vr99tEG,2013-04-02T15:07:39.262Z,"Allentown, Bethlehem and Easton, Pennsylvania",Lehigh Valley International Airport,ABE,KABE
Airport,2013-04-02T15:07:39.277Z,9goaMI380U,2013-04-02T15:07:39.277Z,"Abilene, Texas",Abilene Regional Airport,ABI,KABI
Airport,2013-04-02T15:07:39.292Z,OufGjudLQl,2013-04-02T15:07:39.292Z,"Albuquerque, New Mexico",Albuquerque International Sunport,ABQ,KABQ
Airport,2013-04-02T15:07:39.307Z,W98iRUxNrX,2013-04-02T15:07:39.307Z,"Aberdeen, South Dakota",Aberdeen Regional Airport,ABR,KABR
Airport,2013-04-02T15:07:39.322Z,UlHNzZ8opj,2013-04-02T15:07:39.322Z,"Albany, Georgia",Southwest Georgia Regional Airport,ABY,KABY
Airport,2013-04-02T15:07:39.336Z,v0NWpXfdQr,2013-04-02T15:07:39.336Z,"Bellaire, Michigan",Antrim County Airport,ACB,KACB
Airport,2013-04-02T15:07:39.525Z,Mf69xwPNuE,2013-04-02T15:07:39.525Z,"Americus, Georgia",Souther Field,,KACJ
Airport,2013-04-02T15:07:39.585Z,Fk6d5oYKf2,2013-04-02T15:07:39.585Z,"Nantucket, Massachusetts",Nantucket Memorial Airport,ACK,KACK
Airport,2013-04-02T15:07:39.600Z,6oZA7JkV8q,2013-04-02T15:07:39.600Z,"Oakdale, Louisiana",Allen Parish Airport,,KACP
Airport,2013-04-02T15:07:39.615Z,kIy14tXvA0,2013-04-02T15:07:39.615Z,"Waseca, Minnesota",Waseca Municipal Airport,,KACQ
Airport,2013-04-02T15:07:39.629Z,DKTV1uLcH1,2013-04-02T15:07:39.629Z,"Waco, Texas",Waco Regional Airport,ACT,KACT
Airport,2013-04-02T15:07:39.645Z,I5OpbBIwph,2013-04-02T15:07:39.645Z,"Arcata, California",Arcata-Eureka Airport,ACV,KACV
Airport,2013-04-02T15:07:39.660Z,ZUDdOP6CYD,2013-04-02T15:07:39.660Z,"Atlantic City, New Jersey",Atlantic City International Airport,ACY,KACY
Airport,2013-04-02T15:07:39.675Z,I9zVxnHNH9,2013-04-02T15:07:39.675Z,"Wallace, North Carolina",Henderson Field,,KACZ
Airport,2013-04-02T15:07:39.690Z,kBmlAG3zun,2013-04-02T15:07:39.690Z,"Wadena, Minnesota",Wadena Municipal Airport,,KADC
Airport,2013-04-02T15:07:39.705Z,MksnyzAosv,2013-04-02T15:07:39.705Z,"Adrian, Michigan",Lenawee County Airport,ADG,KADG
Airport,2013-04-02T15:07:39.720Z,PFQqQiotok,2013-04-02T15:07:39.720Z,"Ada, Oklahoma",Ada Municipal Airport,ADT,KADH
Airport,2013-04-02T15:07:39.734Z,8j9XtAtdHL,2013-04-02T15:07:39.734Z,"Ardmore, Oklahoma",Ardmore Municipal Airport,ADM,KADM
Airport,2013-04-02T15:07:39.749Z,w3NIp9oXT0,2013-04-02T15:07:39.749Z,"Addison, Texas",Addison Airport,ADS,KADS
Airport,2013-04-02T15:07:39.764Z,6PU10zBVTs,2013-04-02T15:07:39.764Z,"Atwood, Kansas",Atwood-Rawlins County City-County Airport,,KADT
Airport,2013-04-02T15:07:39.779Z,mKMRy8vwQD,2013-04-02T15:07:39.779Z,"Audubon, Iowa",Audubon County Airport,,KADU
Airport,2013-04-02T15:07:39.794Z,d635dpWTTJ,2013-04-02T15:07:39.794Z,"Camp Springs, Maryland",Andrews Air Force Base,ADW,KADW
Airport,2013-04-02T15:07:39.884Z,vHKzTMXIWi,2013-04-02T15:07:39.884Z,"Albuquerque, New Mexico",Double Eagle II Airport,,KAEG
Airport,2013-04-02T15:07:39.899Z,AF5VE445WD,2013-04-02T15:07:39.899Z,"Albert Lea, Minnesota",Albert Lea Municipal Airport,AEL,KAEL
Airport,2013-04-02T15:07:39.913Z,3jbDFlBMCr,2013-04-02T15:07:39.913Z,"Alexandria, Louisiana",Alexandria International Airport,AEX,KAEX
Airport,2013-04-02T15:07:39.928Z,WyOJ3Qk4KU,2013-04-02T15:07:39.928Z,"Colorado Springs, Colorado",United States Air Force Academy Airfield,AFF,KAFF
Airport,2013-04-02T15:07:39.943Z,2UBysTaj9A,2013-04-02T15:07:39.943Z,"Washington, Pennsylvania",Washington County Airport,WSG,KAFJ
Airport,2013-04-02T15:07:39.957Z,9OR4Oo1zG4,2013-04-02T15:07:39.957Z,"Nebraska City, Nebraska",Nebraska City Municipal Airport,,KAFK
Airport,2013-04-02T15:07:39.972Z,uJJ7J4uLoN,2013-04-02T15:07:39.972Z,"Jaffrey, New Hampshire",Jaffrey Airport - Silver Ranch Airpark,AFN,KAFN
Airport,2013-04-02T15:07:39.987Z,rEU98XdcHD,2013-04-02T15:07:39.987Z,"Afton, Wyoming",Afton Municipal Airport,AFO,KAFO
Airport,2013-04-02T15:07:40.003Z,5taeDF51c8,2013-04-02T15:07:40.003Z,"Wadesboro, North Carolina",Anson County Airport,,KAFP
Airport,2013-04-02T15:07:40.018Z,37RBaHNxKy,2013-04-02T15:07:40.018Z,"Fort Worth, Texas",Fort Worth Alliance Airport,AFW,KAFW
Airport,2013-04-02T15:07:40.033Z,EBqy7Xy3yJ,2013-04-02T15:07:40.033Z,"West Mifflin, Pennsylvania",Allegheny County Airport,AGC,KAGC
Airport,2013-04-02T15:07:40.047Z,1x3xTdlYA7,2013-04-02T15:07:40.047Z,"Magnolia, Arkansas",Magnolia Municipal Airport,AGO,KAGO
Airport,2013-04-02T15:07:40.062Z,TCsX5a4uUd,2013-04-02T15:07:40.062Z,"Avon Park, Florida",MacDill AFB Auxiliary Field,,KAGR
Airport,2013-04-02T15:07:40.077Z,AUL9qGys82,2013-04-02T15:07:40.077Z,"Augusta, Georgia",Augusta Regional Airport at Bush Field,AGS,KAGS
Airport,2013-04-02T15:07:40.092Z,Jf2Kkq3YKe,2013-04-02T15:07:40.092Z,"Wagner, South Dakota",Wagner Municipal Airport,,KAGZ
Airport,2013-04-02T15:07:40.111Z,KWFw4WOs2U,2013-04-02T15:07:40.111Z,"Herlong, California",Amedee Army Airfield,AHC,KAHC
Airport,2013-04-02T15:07:40.126Z,Yz4hYlBlEP,2013-04-02T15:07:40.126Z,"Amery, Wisconsin",Amery Municipal Airport,AHH,KAHH
Airport,2013-04-02T15:07:40.141Z,kXHaRzpOvG,2013-04-02T15:07:40.141Z,"Athens, Georgia",Athens-Ben Epps Airport,AHN,KAHN
Airport,2013-04-02T15:07:40.156Z,VykFhyraac,2013-04-02T15:07:40.156Z,"Wahoo, Nebraska",Wahoo Municipal Airport,,KAHQ
Airport,2013-04-02T15:07:40.171Z,BsBgemwy1M,2013-04-02T15:07:40.171Z,"Alliance, Nebraska",Alliance Municipal Airport,AIA,KAIA
Airport,2013-04-02T15:07:40.186Z,8ppR6Y1kAP,2013-04-02T15:07:40.186Z,"Anderson, Indiana",Anderson Municipal Airport (Darlington Field),AID,KAID
Airport,2013-04-02T15:07:40.201Z,dyu6qtyzdT,2013-04-02T15:07:40.201Z,"Antigo, Wisconsin",Langlade County Airport,,KAIG
Airport,2013-04-02T15:07:40.217Z,aGQzIgFWgJ,2013-04-02T15:07:40.217Z,"Aiken, South Carolina",Aiken Municipal Airport,AIK,KAIK
Airport,2013-04-02T15:07:40.232Z,EdZ71wEXHB,2013-04-02T15:07:40.232Z,"Atlantic, Iowa",Atlantic Municipal Airport,AIO,KAIO
Airport,2013-04-02T15:07:40.247Z,q6RdDldWbL,2013-04-02T15:07:40.247Z,"Aitkin, Minnesota",Aitkin Municipal Airport (Steve Kurtz Field),,KAIT
Airport,2013-04-02T15:07:40.262Z,TKreWJK2Kk,2013-04-02T15:07:40.262Z,"Aliceville, Alabama",George Downer Airport,AIV,KAIV
Airport,2013-04-02T15:07:40.277Z,XHc5ESO6AP,2013-04-02T15:07:40.277Z,"Lake Ozark, Missouri",Lee C. Fine Memorial Airport,AIZ,KAIZ
Airport,2013-04-02T15:07:40.292Z,yysUalANpR,2013-04-02T15:07:40.292Z,"Mount Carmel, Illinois",Mount Carmel Municipal Airport,,KAJG
Airport,2013-04-02T15:07:40.307Z,5nbOYwJF5o,2013-04-02T15:07:40.307Z,"Corona, California",Corona Municipal Airport,,KAJO
Airport,2013-04-02T15:07:40.323Z,ijpz2W9SnE,2013-04-02T15:07:40.323Z,"Cornelia, Georgia",Habersham County Airport,,KAJR
Airport,2013-04-02T15:07:40.339Z,yzrIC76TuX,2013-04-02T15:07:40.339Z,"Gastonia, North Carolina",Gastonia Municipal Airport,,KAKH
Airport,2013-04-02T15:07:40.354Z,DtcIbqD6nf,2013-04-02T15:07:40.354Z,"Akron, Colorado",Colorado Plains Regional Airport,AKO,KAKO
Airport,2013-04-02T15:07:40.369Z,Jeu01oLiBS,2013-04-02T15:07:40.369Z,"Wakefield, Virginia",Wakefield Municipal Airport,,KAKQ
Airport,2013-04-02T15:07:40.384Z,ynJSxpRcCs,2013-04-02T15:07:40.384Z,"Akron, Ohio",Akron Fulton International Airport,AKC,KAKR
Airport,2013-04-02T15:07:40.399Z,z9xBd0hyw8,2013-04-02T15:07:40.399Z,"Albany, New York",Albany International Airport,ALB,KALB
Airport,2013-04-02T15:07:40.414Z,7t6V4r99uW,2013-04-02T15:07:40.414Z,"Alice, Texas",Alice International Airport,ALI,KALI
Airport,2013-04-02T15:07:40.429Z,zuBoWha9w1,2013-04-02T15:07:40.429Z,"Alamogordo, New Mexico",Alamogordo-White Sands Regional Airport,ALM,KALM
Airport,2013-04-02T15:07:40.444Z,sdFpqGaeR0,2013-04-02T15:07:40.444Z,"Alton, Illinois",St. Louis Regional Airport,ALN,KALN
Airport,2013-04-02T15:07:40.459Z,5f8dlcE4AI,2013-04-02T15:07:40.459Z,"Waterloo, Iowa",Waterloo Regional Airport,ALO,KALO
Airport,2013-04-02T15:07:40.474Z,hCZouiMqOH,2013-04-02T15:07:40.474Z,"Alamosa, Colorado",San Luis Valley Regional Airport,ALS,KALS
Airport,2013-04-02T15:07:40.489Z,STB7ZIWSBM,2013-04-02T15:07:40.489Z,"Walla Walla, Washington",Walla Walla Regional Airport,ALW,KALW
Airport,2013-04-02T15:07:40.504Z,lmogftBgPK,2013-04-02T15:07:40.504Z,"Alexander City, Alabama",Thomas C. Russell Field,ALX,KALX
Airport,2013-04-02T15:07:40.519Z,uPKTqrkfNs,2013-04-02T15:07:40.519Z,"Amarillo, Texas",Rick Husband Amarillo International Airport,AMA,KAMA
Airport,2013-04-02T15:07:40.533Z,c2ONnlWVqC,2013-04-02T15:07:40.533Z,"Alma, Georgia",Bacon County Airport,,KAMG
Airport,2013-04-02T15:07:40.548Z,akcUneKvoK,2013-04-02T15:07:40.548Z,"Alma, Michigan",Gratiot Community Airport,AMN,KAMN
Airport,2013-04-02T15:07:40.563Z,yA9yPIF7cd,2013-04-02T15:07:40.563Z,"West Union, Ohio",Alexander Salamon Airport,,KAMT
Airport,2013-04-02T15:07:40.578Z,FPZEPwiiCE,2013-04-02T15:07:40.578Z,"Ames, Iowa",Ames Municipal Airport,AMW,KAMW
Airport,2013-04-02T15:07:40.593Z,1jLzXkk8BU,2013-04-02T15:07:40.593Z,"Anniston, Alabama",Anniston Metropolitan Airport,ANB,KANB
Airport,2013-04-02T15:07:40.608Z,ZxXQVHrNGR,2013-04-02T15:07:40.608Z,"Anderson, South Carolina",Anderson Regional Airport,AND,KAND
Airport,2013-04-02T15:07:40.623Z,I5h764pIg6,2013-04-02T15:07:40.623Z,"Minneapolis, Minnesota",Anoka County-Blaine Airport (Janes Field),,KANE
Airport,2013-04-02T15:07:40.638Z,1zdXbUF7nx,2013-04-02T15:07:40.638Z,"Sault Ste Marie, Michigan",Sault Ste Marie Municipal Airport (Sanderson Field),,KANJ
Airport,2013-04-02T15:07:40.653Z,4gcrErn3RA,2013-04-02T15:07:40.653Z,"Annapolis, Maryland",Lee Airport,ANP,KANP
Airport,2013-04-02T15:07:40.668Z,TdeFVMPJFd,2013-04-02T15:07:40.668Z,"Angola, Indiana",Tri-State Steuben County Airport,ANQ,KANQ
Airport,2013-04-02T15:07:40.683Z,KQsnjxGdWH,2013-04-02T15:07:40.683Z,"Ainsworth, Nebraska",Ainsworth Municipal Airport,ANW,KANW
Airport,2013-04-02T15:07:40.697Z,DhDE8P1gYD,2013-04-02T15:07:40.697Z,"Anthony, Kansas",Anthony Municipal Airport,ANY,KANY
Airport,2013-04-02T15:07:40.712Z,YBBwm75h0n,2013-04-02T15:07:40.712Z,"Arco, Idaho",Arco Butte County Airport,,KAOC
Airport,2013-04-02T15:07:40.727Z,GLiH7pFA45,2013-04-02T15:07:40.727Z,"Lima, Ohio",Lima Allen County Airport,AOH,KAOH
Airport,2013-04-02T15:07:40.743Z,BlgIRGG8Fx,2013-04-02T15:07:40.743Z,"Altoona, Pennsylvania",Altoona-Blair County Airport,AOO,KAOO
Airport,2013-04-02T15:07:40.758Z,ELSPnJ9UPn,2013-04-02T15:07:40.758Z,"Ava, Missouri",Ava Bill Martin Memorial Airport,,KAOV
Airport,2013-04-02T15:07:40.773Z,cB43AT3Pn0,2013-04-02T15:07:40.773Z,"Centennial, Colorado (near Denver)",Centennial Airport,APA,KAPA
Airport,2013-04-02T15:07:40.788Z,zCWjuPlaXr,2013-04-02T15:07:40.788Z,"Napa, California",Napa County Airport,APC,KAPC
Airport,2013-04-02T15:07:40.803Z,6phGjG5Ue3,2013-04-02T15:07:40.803Z,"Naples, Florida",Naples Municipal Airport,APF,KAPF
Airport,2013-04-02T15:07:40.818Z,5XGOHyY3tp,2013-04-02T15:07:40.818Z,"Aberdeen Proving Ground, Maryland",Phillips Army Airfield,APG,KAPG
Airport,2013-04-02T15:07:40.833Z,zKzbMpFjg5,2013-04-02T15:07:40.833Z,"Fort A.P. Hill, Virginia",A.P. Hill Army Airfield,APH,KAPH
Airport,2013-04-02T15:07:40.849Z,ORvfs7aTTP,2013-04-02T15:07:40.849Z,"Alpena, Michigan",Alpena County Regional Airport,APN,KAPN
Airport,2013-04-02T15:07:40.864Z,ZKU9CQSekF,2013-04-02T15:07:40.864Z,"Jasper, Tennessee",Marion County Airport (Brown Field),APT,KAPT
Airport,2013-04-02T15:07:40.879Z,3wTx6d4MhO,2013-04-02T15:07:40.879Z,"Apple Valley, California",Apple Valley Airport,APV,KAPV
Airport,2013-04-02T15:07:40.894Z,XOYbO9KgNr,2013-04-02T15:07:40.894Z,"Llano, Texas",Llano Municipal Airport,,KAQO
Airport,2013-04-02T15:07:40.909Z,PbGqu6gLH0,2013-04-02T15:07:40.909Z,"Appleton, Minnesota",Appleton Municipal Airport,,KAQP
Airport,2013-04-02T15:07:40.924Z,AuYklDnuGr,2013-04-02T15:07:40.924Z,"Atoka, Oklahoma",Atoka Municipal Airport,,KAQR
Airport,2013-04-02T15:07:40.939Z,mZIHsFcq2w,2013-04-02T15:07:40.939Z,"North Adams, Massachusetts",Harriman-and-West Airport,,KAQW
Airport,2013-04-02T15:07:40.977Z,RuuVtl1buG,2013-04-02T15:07:40.977Z,"New Iberia, Louisiana",Acadiana Regional Airport,ARA,KARA
Airport,2013-04-02T15:07:40.992Z,AtkbXgo321,2013-04-02T15:07:40.992Z,"Ann Arbor, Michigan",Ann Arbor Municipal Airport,ARB,KARB
Airport,2013-04-02T15:07:41.007Z,yuBiMOFN0k,2013-04-02T15:07:41.007Z,"Walnut Ridge, Arkansas",Walnut Ridge Regional Airport,ARG,KARG
